Day,t
2016-05-01,14
2016-05-02,16
2016-05-03,18
2016-05-04,17
2016-05-05,19
2016-05-06,20
2016-05-07,18
2016-05-08,19
2016-05-09,19
2016-05-10,20
2016-05-11,12
2016-05-12,14
2016-05-13,17
2016-05-14,19
2016-05-15,20
2016-05-16,16
2016-05-17,17
2016-05-18,16
2016-05-19,13
2016-05-20,16
2016-05-21,13
2016-05-22,16
2016-05-23,21
2016-05-24,23
2016-05-25,22
2016-05-26,20
2016-05-27,15
2016-05-28,14
2016-05-29,20
2016-05-30,25
2016-05-31,23
2016-06-01,24
2016-06-02,23
2016-06-03,24
2016-06-04,17
2016-06-05,10
2016-06-06,11
2016-06-07,14
2016-06-08,17
2016-06-09,10
2016-06-10,12
2016-06-11,14
2016-06-12,9
2016-06-13,11
2016-06-14,18
2016-06-15,23
2016-06-16,21
2016-06-17,24
2016-06-18,21
2016-06-19,17
2016-06-20,23
2016-06-21,17
2016-06-22,17
2016-06-23,20
2016-06-24,22
2016-06-25,22
2016-06-26,26
2016-06-27,19
2016-06-28,17
2016-06-29,21
2016-06-30,26
2016-07-01,23
2016-07-02,25
2016-07-03,30
2016-07-04,19
2016-07-05,13
2016-07-06,13
2016-07-07,14
2016-07-08,15
2016-07-09,17
2016-07-10,19
2016-07-11,20
2016-07-12,21
2016-07-13,20
2016-07-14,21
2016-07-15,18
2016-07-16,18
2016-07-17,22
2016-07-18,17
2016-07-19,22
2016-07-20,18
2016-07-21,20
2016-07-22,19
2016-07-23,21
2016-07-24,24
2016-07-25,24
2016-07-26,25
2016-07-27,25
2016-07-28,26
2016-07-29,22
2016-07-30,20
2016-07-31,23
2016-08-01,21
2016-08-02,21
2016-08-03,20
2016-08-04,22
2016-08-05,22
2016-08-06,22
2016-08-07,19
2016-08-08,20
2016-08-09,22
2016-08-10,21
2016-08-11,14
2016-08-12,16
2016-08-13,19
2016-08-14,18
2016-08-15,18
2016-08-16,15
2016-08-17,20
2016-08-18,18
2016-08-19,23
2016-08-20,18
2016-08-21,25
2016-08-22,26
2016-08-23,16
2016-08-24,20
2016-08-25,18
2016-08-26,19
2016-08-27,22
2016-08-28,16
2016-08-29,12
2016-08-30,14
2016-08-31,17
2016-09-01,17
2016-09-02,18
2016-09-03,18
2016-09-04,16
2016-09-05,18
2016-09-06,16
2016-09-07,17
2016-09-08,16
2016-09-09,16
2016-09-10,16
2016-09-11,17
2016-09-12,17
2016-09-13,17
2016-09-14,14
2016-09-15,16
2016-09-16,13
2016-09-17,12
2016-09-18,10
2016-09-19,14
2016-09-20,14
2016-09-21,10
2016-09-22,12
2016-09-23,9
2016-09-24,11
2016-09-25,12
2016-09-26,13
2016-09-27,14
2016-09-28,10
2016-09-29,13
2016-09-30,15
2016-10-01,14
2016-10-02,12
2016-10-03,11
2016-10-04,9
2016-10-05,9
2016-10-06,8
2016-10-07,9
2016-10-08,7
2016-10-09,7
2016-10-10,7
2016-10-11,5
2016-10-12,5
2016-10-13,2
2016-10-14,6
2016-10-15,7
2016-10-16,8
2016-10-17,6
2016-10-18,5
2016-10-19,5
2016-10-20,4
2016-10-21,2
2016-10-22,3
2016-10-23,5
2016-10-24,6
2016-10-25,1
2016-10-26,2
2016-10-27,3
2016-10-28,6
2016-10-29,5
2016-10-30,2
2016-10-31,1
2016-11-01,1
2016-11-02,-1
2016-11-03,-2
2016-11-04,-1
2016-11-05,-3
2016-11-06,-2
2016-11-07,-6
2016-11-08,-5
2016-11-09,-5
2016-11-10,-6
2016-11-11,-8
2016-11-12,-4
2016-11-13,-3
2016-11-14,-2
2016-11-15,-1
2016-11-16,0
2016-11-17,2
2016-11-18,2
2016-11-19,4
2016-11-20,5
2016-11-21,4
2016-11-22,2
2016-11-23,1
2016-11-24,2
2016-11-25,1
2016-11-26,0
2016-11-27,-1
2016-11-28,-6
2016-11-29,-8
2016-11-30,-3
2016-12-01,0
2016-12-02,-2
2016-12-03,-3
2016-12-04,-9
2016-12-05,3
2016-12-06,-8
2016-12-07,-2
2016-12-08,1
2016-12-09,1
2016-12-10,-5
2016-12-11,-6
2016-12-12,-7
2016-12-13,-6
2016-12-14,-3
2016-12-15,-3
2016-12-16,-1
2016-12-17,0
2016-12-18,0
2016-12-19,1
2016-12-20,2
2016-12-21,1
2016-12-22,3
2016-12-23,3
2016-12-24,2
2016-12-25,3
2016-12-26,5
2016-12-27,1
2016-12-28,-3
2016-12-29,0
2016-12-30,3
2016-12-31,4
